HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,H_ELO,A_ELO,ELO_DIFF,H_PROB_ELO,ELO_RATIO,OVERROUND,IMP_H_PROB_ODDS,IMP_A_PROB_ODDS,ODDS_RATIO_HA,ELO_MARKET_DIFF,HPTS_FORM,HG_FORM,HGC_FORM,HxG_FORM,HxGC_FORM,HS_FORM,HSC_FORM,HST_FORM,HSTC_FORM,APTS_FORM,AG_FORM,AGC_FORM,AxG_FORM,AxGC_FORM,AS_FORM,ASC_FORM,AST_FORM,ASTC_FORM,HPTS_HOME_FORM,HG_HOME_FORM,HGC_HOME_FORM,HxG_HOME_FORM,HxGC_HOME_FORM,HS_HOME_FORM,HSC_HOME_FORM,HST_HOME_FORM,HSTC_HOME_FORM,APTS_AWAY_FORM,AG_AWAY_FORM,AGC_AWAY_FORM,AxG_AWAY_FORM,AxGC_AWAY_FORM,AS_AWAY_FORM,ASC_AWAY_FORM,AST_AWAY_FORM,ASTC_AWAY_FORM,H_POS,A_POS,H_PTS_UP,H_PTS_DOWN,A_PTS_UP,A_PTS_DOWN,xG_FORM_DIFF,xG_HOME_AWAY_FORM_DIFF,HxG_FORM_OVERPERF,AxG_FORM_OVERPERF,HxG_HOME_FORM_OVERPERF,AxG_AWAY_FORM_OVERPERF,Day,Month,DayOfWeek
17,14,0,-0.4292188242384815,-0.44891012032208766,-0.19207442748188247,-1.2540759358787552,-1.3971667009241409,0.10287429704652255,0.19323337424644252,0.06894615845885495,-0.9098039028140052,0.23106571301126444,-0.40363592954940825,-0.4347089234177064,-0.1258112576713221,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-1.3562001202325447,-1.5237923014362462,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
26,8,1,-0.7070823109867537,0.5271110659311976,1.3985669190263395,1.2905271912984442,-0.6016225707278055,1.3526185324075766,1.3303533470302351,1.3796974545485208,-1.0148091058654498,1.3780290972443299,-1.248949618366636,-0.6221297343890017,-0.2377111554393976,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-1.1817397120780535,0.9410551140601865,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
24,15,1,-0.5594673336517342,-0.23976272326781234,0.14877728962702225,-0.2927661568304383,-1.4298602953157726,0.8133230578014907,0.917234696635228,0.8638712798135135,-0.9974352406290403,0.6627777344751458,-0.7649933205648374,-0.5297774507219866,0.684716006822921,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-0.8328188957690711,1.29317617341682,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
25,5,2,-0.4509269091406903,-0.5186259193401795,-0.11708704971792341,-0.9190428206727416,-1.1635061824768722,0.17522629574481258,0.2746781168428357,0.14636815016071156,-0.7961736633053867,0.2891446062683463,-0.5069943989104966,-0.45943531372614393,-0.06273369026333585,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-0.6583584876145798,0.76499458438187,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
27,27,2,-0.581175418553943,-0.17004692424972048,0.2623945286633238,0.5983085919158486,-0.0861621468156697,0.48924256151169265,0.6097545725807229,0.4519092444228331,-1.2466130446771295,0.7601205232917122,-0.8424308477110439,-0.5467539734548937,-0.4885137058962822,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-0.13497726315110634,1.1171156437385033,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
7,23,0,-0.19042989031418514,-0.6580575173763633,-0.41930890555448563,-1.0771145697999243,-0.8061077031038022,-0.19334546352739193,-0.15180628589327544,-0.25253844412708043,-0.8602731466576534,-0.29349106742473974,0.0382558915081849,-0.2604166233598594,0.4295173040883072,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,0.21394355315787603,-0.9956107124012964,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.8492556289190896,0.3515500631145353,0.34057167273100625
29,24,0,-0.737473629849846,1.224269056112116,1.6258013970989427,0.9493978815307627,-1.2367020775321513,1.5629854972402644,1.4584239049205356,1.6777392037037249,-1.0821248591160768,1.5756012338199366,-1.2888627737209828,-0.6301652884825777,-0.4523096527631958,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,-0.3094376713055975,0.9410551140601865,-0.2973714821068553,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.7386271371714771,0.3515500631145353,0.9011227745730526
22,22,1,-0.04715652995960725,-0.6580575173763633,-0.4874792489762665,-1.3140075387526144,-0.19745766368166598,-0.7979357020138695,-0.8703375102502144,-0.8636875023962598,-1.3869501871200896,-0.4983013299497694,0.2503091718957374,-0.1525213899907159,-1.0353970171308629,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,0.21394355315787603,0.41287352502523667,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.7386271371714771,0.3515500631145353,0.9011227745730526
11,30,0,0.17860755302336392,-0.5883417183582714,-0.5783730402053079,-0.3636022203991111,0.10390691244275722,-0.33418332358894953,-0.3199167606962378,-0.38147228186577953,-1.2272314444420336,-0.7610992218814193,0.5898078019368633,0.05244346804832564,1.326315618551918,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,0.5628643694668584,-0.11530806400971322,-0.6651539498061394,-0.6280665289483832,-0.6633629110095207,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.7386271371714771,0.3515500631145353,0.9011227745730526
13,31,0,1.198887543427176,-0.17004692424972048,-0.7215307613910478,-0.9018704416257906,1.2164330313075526,-1.5145211886974443,-1.6248027690423625,-1.4622725618898056,-1.2474022355848786,-1.346714350772561,1.467080019405157,1.0308969872483638,-0.7029712094563366,-1.7322821414615488,-1.8046360543915725,-1.9408341244765617,-2.3644556122396656,-2.599300486820202,-3.218827466322444,-3.1944671534511664,-2.606604597316635,-2.7802774263863537,-1.7973347572610463,-1.8315542553854813,-1.9472303969601854,-2.383353963897381,-2.5812711029746347,-3.2207920712337024,-3.2012861359962583,-2.62180510915468,-2.7757314563681508,-1.7871122004739421,-1.6795909903191948,-1.6934936927927031,-2.1591958291408018,-2.20773147927554,-2.757869654681753,-2.714817408129007,-2.293521400259274,-2.3345699088144123,-1.425062448852644,-1.5859620550110662,-1.7926022706097158,-2.0801684438948453,-2.3426766840972824,-2.7746757053240385,-2.7289934209074245,-2.30183590535273,-2.4387364172707304,0.5628643694668584,0.41287352502523667,-0.6651539498061394,-0.6280665289483832,-0.2972366856157402,-0.6360626592086392,0.02917391110951335,-0.3415974333353257,0.008363540000714481,0.0195413473949667,0.014450522108638604,0.01338347690093413,-0.6279986454238646,0.3515500631145353,-2.4621838364792255
