Club,Elo,From,To
Norwich,1542.12084961,2016-11-20,2016-11-22
Norwich,1540.91357422,2016-11-23,2016-11-23
Norwich,1539.81872559,2016-11-24,2016-11-24
Norwich,1538.60986328,2016-11-25,2016-11-26
Norwich,1531.45092773,2016-11-27,2016-12-03
Norwich,1542.96362305,2016-12-04,2016-12-06
Norwich,1543.42248535,2016-12-07,2016-12-07
Norwich,1540.74719238,2016-12-08,2016-12-08
Norwich,1541.01940918,2016-12-09,2016-12-10
Norwich,1530.94091797,2016-12-11,2016-12-13
Norwich,1536.51257324,2016-12-14,2016-12-16
Norwich,1524.50598145,2016-12-17,2016-12-26
Norwich,1513.31726074,2016-12-27,2016-12-31
Norwich,1513.67431641,2017-01-01,2017-01-02
Norwich,1525.97192383,2017-01-03,2017-01-14
Norwich,1514.52416992,2017-01-15,2017-01-21
Norwich,1521.71765137,2017-01-22,2017-01-28
Norwich,1528.11865234,2017-01-29,2017-02-04
Norwich,1535.72558594,2017-02-05,2017-02-07
Norwich,1532.75537109,2017-02-08,2017-02-11
Norwich,1540.73620605,2017-02-12,2017-02-14
Norwich,1541.5222168,2017-02-15,2017-02-15
Norwich,1538.68493652,2017-02-16,2017-02-16
Norwich,1539.79260254,2017-02-17,2017-02-18
Norwich,1528.76879883,2017-02-19,2017-02-21
Norwich,1531.09118652,2017-02-22,2017-02-22
Norwich,1531.82434082,2017-02-23,2017-02-23
Norwich,1526.75109863,2017-02-24,2017-02-26
Norwich,1522.86071777,2017-02-27,2017-03-04
Norwich,1510.56848145,2017-03-05,2017-03-07
Norwich,1507.83825684,2017-03-08,2017-03-09
Norwich,1508.34887695,2017-03-10,2017-03-11
Norwich,1504.16723633,2017-03-12,2017-03-14
Norwich,1510.32263184,2017-03-15,2017-03-15
Norwich,1505.23596191,2017-03-16,2017-03-16
Norwich,1506.7277832,2017-03-17,2017-03-18
Norwich,1512.9309082,2017-03-19,2017-04-01
Norwich,1502.97644043,2017-04-02,2017-04-05
Norwich,1491.63952637,2017-04-06,2017-04-08
Norwich,1506.8885498,2017-04-09,2017-04-12
Norwich,1506.47253418,2017-04-13,2017-04-13
Norwich,1506.9354248,2017-04-14,2017-04-14
Norwich,1492.81494141,2017-04-15,2017-04-17
Norwich,1506.62976074,2017-04-18,2017-04-18
Norwich,1506.09509277,2017-04-19,2017-04-20
Norwich,1507.5637207,2017-04-21,2017-04-21
Norwich,1519.55004883,2017-04-22,2017-04-29
Norwich,1521.63391113,2017-04-30,2017-05-04
Norwich,1523.3894043,2017-05-05,2017-05-07
Norwich,1531.39123535,2017-05-08,2017-05-11
