Club,Elo,From,To
West Brom,1680.51977539,2017-01-09,2017-01-14
West Brom,1674.34729004,2017-01-15,2017-01-15
West Brom,1674.34729004,2017-01-16,2017-01-20
West Brom,1674.34729004,2017-01-21,2017-01-21
West Brom,1680.8684082,2017-01-22,2017-01-29
West Brom,1680.8684082,2017-01-30,2017-01-31
West Brom,1680.43701172,2017-02-01,2017-02-01
West Brom,1680.43701172,2017-02-02,2017-02-04
West Brom,1686.97790527,2017-02-05,2017-02-08
West Brom,1686.97790527,2017-02-09,2017-02-10
West Brom,1686.97790527,2017-02-11,2017-02-11
West Brom,1688.9822998,2017-02-12,2017-02-12
West Brom,1688.9822998,2017-02-13,2017-02-14
West Brom,1688.9822998,2017-02-15,2017-02-15
West Brom,1686.14501953,2017-02-16,2017-02-16
West Brom,1687.25268555,2017-02-17,2017-02-19
West Brom,1687.25268555,2017-02-20,2017-02-21
West Brom,1689.57495117,2017-02-22,2017-02-22
West Brom,1690.30822754,2017-02-23,2017-02-23
West Brom,1685.23498535,2017-02-24,2017-02-24
West Brom,1685.23498535,2017-02-25,2017-02-25
West Brom,1689.64587402,2017-02-26,2017-02-26
West Brom,1689.64587402,2017-02-27,2017-02-27
West Brom,1689.64587402,2017-02-28,2017-03-04
West Brom,1672.01928711,2017-03-05,2017-03-05
West Brom,1672.01928711,2017-03-06,2017-03-07
West Brom,1671.02734375,2017-03-08,2017-03-08
West Brom,1671.02734375,2017-03-09,2017-03-09
West Brom,1671.53796387,2017-03-10,2017-03-10
West Brom,1671.53796387,2017-03-11,2017-03-11
West Brom,1663.41992188,2017-03-12,2017-03-14
West Brom,1669.57543945,2017-03-15,2017-03-15
West Brom,1664.48864746,2017-03-16,2017-03-16
West Brom,1665.98046875,2017-03-17,2017-03-18
West Brom,1680.71923828,2017-03-19,2017-03-19
West Brom,1680.71923828,2017-03-20,2017-04-01
West Brom,1686.46337891,2017-04-02,2017-04-03
West Brom,1686.46337891,2017-04-04,2017-04-04
West Brom,1675.19665527,2017-04-05,2017-04-08
West Brom,1665.7980957,2017-04-09,2017-04-11
West Brom,1665.7980957,2017-04-12,2017-04-12
West Brom,1665.38208008,2017-04-13,2017-04-13
West Brom,1665.84484863,2017-04-14,2017-04-16
West Brom,1659.86914062,2017-04-17,2017-04-18
West Brom,1659.33435059,2017-04-19,2017-04-20
West Brom,1660.80297852,2017-04-21,2017-04-22
West Brom,1660.80297852,2017-04-23,2017-04-23
West Brom,1660.80297852,2017-04-24,2017-04-29
West Brom,1652.11987305,2017-04-30,2017-04-30
West Brom,1652.11987305,2017-05-01,2017-05-04
West Brom,1653.87536621,2017-05-05,2017-05-06
West Brom,1655.84875488,2017-05-07,2017-05-07
West Brom,1655.84875488,2017-05-08,2017-05-11
West Brom,1655.94921875,2017-05-12,2017-05-12
West Brom,1651.81945801,2017-05-13,2017-05-13
West Brom,1651.81945801,2017-05-14,2017-05-14
West Brom,1651.81945801,2017-05-15,2017-05-16
West Brom,1648.453125,2017-05-17,2017-05-18
West Brom,1648.453125,2017-05-19,2017-05-20
West Brom,1648.453125,2017-05-21,2017-05-21
West Brom,1642.05078125,2017-05-22,2017-05-24
West Brom,1644.79602051,2017-05-25,2017-05-27
West Brom,1644.79602051,2017-05-28,2017-06-03
West Brom,1644.79602051,2017-06-04,2017-06-24
West Brom,1644.79602051,2017-06-25,2017-07-13
West Brom,1644.79602051,2017-07-14,2017-07-26
West Brom,1644.79602051,2017-07-27,2017-07-27
West Brom,1644.80932617,2017-07-28,2017-08-03
West Brom,1645.13134766,2017-08-04,2017-08-05
West Brom,1645.13134766,2017-08-06,2017-08-06
West Brom,1645.13134766,2017-08-07,2017-08-07
West Brom,1645.13134766,2017-08-08,2017-08-12
West Brom,1651.3894043,2017-08-13,2017-08-15
West Brom,1654.00524902,2017-08-16,2017-08-16
West Brom,1654.00524902,2017-08-17,2017-08-17
West Brom,1655.17468262,2017-08-18,2017-08-19
West Brom,1664.94055176,2017-08-20,2017-08-21
West Brom,1664.94055176,2017-08-22,2017-08-23
West Brom,1666.49926758,2017-08-24,2017-08-24
West Brom,1666.79394531,2017-08-25,2017-08-26
West Brom,1666.79394531,2017-08-27,2017-08-27
West Brom,1664.93103027,2017-08-28,2017-09-09
West Brom,1653.09399414,2017-09-10,2017-09-10
West Brom,1653.09399414,2017-09-11,2017-09-12
West Brom,1654.46679688,2017-09-13,2017-09-13
West Brom,1658.19873047,2017-09-14,2017-09-14
West Brom,1655.36193848,2017-09-15,2017-09-16
West Brom,1653.42102051,2017-09-17,2017-09-17
West Brom,1653.42102051,2017-09-18,2017-09-19
West Brom,1653.42102051,2017-09-20,2017-09-22
West Brom,1653.42102051,2017-09-23,2017-09-23
West Brom,1653.42102051,2017-09-24,2017-09-25
West Brom,1649.79577637,2017-09-26,2017-09-26
West Brom,1652.3548584,2017-09-27,2017-09-27
West Brom,1660.14929199,2017-09-28,2017-09-28
West Brom,1658.54589844,2017-09-29,2017-09-30
West Brom,1656.52453613,2017-10-01,2017-10-14
West Brom,1656.52453613,2017-10-15,2017-10-15
West Brom,1656.52453613,2017-10-16,2017-10-16
West Brom,1660.06860352,2017-10-17,2017-10-17
West Brom,1665.39038086,2017-10-18,2017-10-18
West Brom,1665.80969238,2017-10-19,2017-10-19
West Brom,1663.36975098,2017-10-20,2017-10-20
West Brom,1663.36975098,2017-10-21,2017-10-21
West Brom,1657.45690918,2017-10-22,2017-10-22
West Brom,1657.45690918,2017-10-23,2017-10-23
West Brom,1657.45690918,2017-10-24,2017-10-25
West Brom,1657.45690918,2017-10-26,2017-10-27
West Brom,1657.45690918,2017-10-28,2017-10-28
West Brom,1654.4029541,2017-10-29,2017-10-29
West Brom,1654.4029541,2017-10-30,2017-10-31
West Brom,1651.62976074,2017-11-01,2017-11-01
West Brom,1659.82165527,2017-11-02,2017-11-02
West Brom,1654.48864746,2017-11-03,2017-11-04
West Brom,1644.92285156,2017-11-05,2017-11-05
West Brom,1644.92285156,2017-11-06,2017-11-18
West Brom,1638.48596191,2017-11-19,2017-11-19
West Brom,1638.48596191,2017-11-20,2017-11-21
West Brom,1640.8079834,2017-11-22,2017-11-22
West Brom,1638.00048828,2017-11-23,2017-11-23
West Brom,1627.45007324,2017-11-24,2017-11-25
West Brom,1635.23791504,2017-11-26,2017-11-26
West Brom,1635.23791504,2017-11-27,2017-11-28
West Brom,1633.10510254,2017-11-29,2017-12-02
West Brom,1630.83227539,2017-12-03,2017-12-03
West Brom,1630.83227539,2017-12-04,2017-12-05
West Brom,1630.86206055,2017-12-06,2017-12-06
West Brom,1630.12011719,2017-12-07,2017-12-07
West Brom,1633.99694824,2017-12-08,2017-12-09
West Brom,1627.05578613,2017-12-10,2017-12-10
West Brom,1627.05578613,2017-12-11,2017-12-12
West Brom,1627.05578613,2017-12-13,2017-12-13
West Brom,1634.23852539,2017-12-14,2017-12-15
West Brom,1634.23852539,2017-12-16,2017-12-16
West Brom,1634.23852539,2017-12-17,2017-12-17
West Brom,1630.95983887,2017-12-18,2017-12-18
West Brom,1630.95983887,2017-12-19,2017-12-20
West Brom,1630.95983887,2017-12-21,2017-12-23
West Brom,1621.79846191,2017-12-24,2017-12-26
West Brom,1622.65087891,2017-12-27,2017-12-30
West Brom,1622.65087891,2017-12-31,2017-12-31
West Brom,1627.16723633,2018-01-01,2018-01-02
West Brom,1621.05932617,2018-01-03,2018-01-13
West Brom,1630.45800781,2018-01-14,2018-01-14
West Brom,1630.45800781,2018-01-15,2018-01-15
West Brom,1630.45800781,2018-01-16,2018-01-20
West Brom,1633.65319824,2018-01-21,2018-01-21
West Brom,1633.65319824,2018-01-22,2018-01-30
West Brom,1633.65319824,2018-01-31,2018-01-31
West Brom,1631.50683594,2018-02-01,2018-02-03
West Brom,1622.76599121,2018-02-04,2018-02-04
West Brom,1622.76599121,2018-02-05,2018-02-12
West Brom,1619.19726562,2018-02-13,2018-02-13
West Brom,1622.08618164,2018-02-14,2018-02-14
West Brom,1626.12756348,2018-02-15,2018-02-15
West Brom,1626.69311523,2018-02-16,2018-02-16
West Brom,1626.69311523,2018-02-17,2018-02-20
West Brom,1626.48254395,2018-02-21,2018-02-21
West Brom,1626.39562988,2018-02-22,2018-02-22
West Brom,1626.24755859,2018-02-23,2018-02-24
West Brom,1614.77062988,2018-02-25,2018-02-25
West Brom,1614.77062988,2018-02-26,2018-02-26
West Brom,1614.77062988,2018-02-27,2018-03-03
West Brom,1608.89807129,2018-03-04,2018-03-06
West Brom,1608.49133301,2018-03-07,2018-03-07
West Brom,1603.29321289,2018-03-08,2018-03-08
West Brom,1606.5480957,2018-03-09,2018-03-10
West Brom,1595.22766113,2018-03-11,2018-03-13
West Brom,1589.5020752,2018-03-14,2018-03-14
West Brom,1587.49768066,2018-03-15,2018-03-15
West Brom,1588.60107422,2018-03-16,2018-03-17
West Brom,1583.71728516,2018-03-18,2018-03-31
West Brom,1576.88293457,2018-04-01,2018-04-05
West Brom,1580.47338867,2018-04-06,2018-04-07
West Brom,1581.07116699,2018-04-08,2018-04-12
West Brom,1581.36706543,2018-04-13,2018-04-15
